id,target,prediction,prediction_std,prediction_0,stable_prediction
mp-1080309,0.0000,1.1345,0.0000,1.1345,1
mp-1207893,0.0000,-0.5185,0.0000,-0.5185,1
mp-1387852,0.0000,-0.3447,0.0000,-0.3447,1
mp-399,0.0000,0.2336,0.0000,0.2336,1
mp-571383,0.0000,0.4743,0.0000,0.4743,1
mp-1098707,0.0000,1.5951,0.0000,1.5951,1
mp-1187303,0.0000,2.0451,0.0000,2.0451,1
mp-555935,0.0000,1.2459,0.0000,1.2459,1
mp-2491,0.0000,0.7135,0.0000,0.7135,1
mp-1104327,0.0000,0.2680,0.0000,0.2680,1
mp-557418,0.0000,2.0919,0.0000,2.0919,1
mp-1215925,0.0000,1.2611,0.0000,1.2611,1
mp-568889,0.0000,0.5368,0.0000,0.5368,1
mp-1811,0.0000,0.3228,0.0000,0.3228,1
mp-672292,0.0000,0.8584,0.0000,0.8584,1
mp-685013,0.0000,0.4639,0.0000,0.4639,1
mp-20594,0.0000,1.4868,0.0000,1.4868,1
mp-1821,0.0000,0.2873,0.0000,0.2873,1
mp-541289,0.0000,1.2764,0.0000,1.2764,1
mp-662,0.0000,-0.0580,0.0000,-0.0580,1
mp-1186391,0.0000,2.1881,0.0000,2.1881,1
mp-488,0.0000,0.4099,0.0000,0.4099,1
mp-1183040,0.0000,0.4772,0.0000,0.4772,1
mp-32833,0.0000,0.9404,0.0000,0.9404,1
mp-2189,0.0000,1.2444,0.0000,1.2444,1
mp-1217163,0.0000,-0.2125,0.0000,-0.2125,1
mp-1096,0.0000,0.9979,0.0000,0.9979,1
mp-1210578,0.0000,0.2542,0.0000,0.2542,1
mp-1103643,0.0000,0.0752,0.0000,0.0752,1
mp-1101099,0.0000,-0.1838,0.0000,-0.1838,1
mp-1080350,0.0000,1.1686,0.0000,1.1686,1
mp-1218017,0.0000,1.5421,0.0000,1.5421,1
mp-555599,0.0000,1.4475,0.0000,1.4475,1
mp-2099,0.0000,0.4398,0.0000,0.4398,1
mp-20905,0.0000,-0.0964,0.0000,-0.0964,1
mp-1217101,0.0000,-0.3968,0.0000,-0.3968,1
mp-1209790,0.0000,1.5132,0.0000,1.5132,1
mp-1180046,0.0000,0.9007,0.0000,0.9007,1
mp-560725,0.0000,2.0917,0.0000,2.0917,1
mp-1244980,0.0000,1.7527,0.0000,1.7527,1
mp-1623,0.0000,0.9575,0.0000,0.9575,1
mp-1232234,0.0000,0.6238,0.0000,0.6238,1
mp-1080073,0.0000,-1.6332,0.0000,-1.6332,1
mp-1072712,0.0000,0.8622,0.0000,0.8622,1
mp-1103125,0.0000,1.1493,0.0000,1.1493,1
mp-684800,0.0000,0.1046,0.0000,0.1046,1
mp-1194185,0.0000,0.4276,0.0000,0.4276,1
mp-20438,0.0000,-0.2060,0.0000,-0.2060,1
mp-1216920,0.0000,0.6712,0.0000,0.6712,1
mp-1215699,0.0000,0.4396,0.0000,0.4396,1
mp-581601,0.0000,2.0353,0.0000,2.0353,1
mp-1025472,0.0000,-1.1446,0.0000,-1.1446,1
mp-684711,0.0000,1.9901,0.0000,1.9901,1
mp-1080346,0.0000,0.4344,0.0000,0.4344,1
mp-1407,0.0000,-0.9572,0.0000,-0.9572,1
mp-1209822,0.0000,1.2253,0.0000,1.2253,1
mp-611224,0.0000,1.0980,0.0000,1.0980,1
mp-20311,0.0000,0.5480,0.0000,0.5480,1
mp-1098702,0.0000,1.1102,0.0000,1.1102,1
mp-32692,0.0000,1.5957,0.0000,1.5957,1
mp-1186629,0.0000,0.1777,0.0000,0.1777,1
mp-556095,0.0000,1.1915,0.0000,1.1915,1
mp-1206914,0.0000,-0.2916,0.0000,-0.2916,1
mp-1183699,0.0000,0.6166,0.0000,0.6166,1
mp-21559,0.0000,2.0459,0.0000,2.0459,1
mp-13152,0.0000,0.5349,0.0000,0.5349,1
mp-1094153,0.0000,1.6092,0.0000,1.6092,1
mp-1080357,0.0000,1.3124,0.0000,1.3124,1
mp-685220,0.0000,0.4999,0.0000,0.4999,1
mp-10109,0.0000,0.9027,0.0000,0.9027,1
mp-2143,0.0000,0.0008,0.0000,0.0008,1
mp-1025571,0.0000,1.5217,0.0000,1.5217,1
mp-1080864,0.0000,1.4255,0.0000,1.4255,1
mp-1226916,0.0000,1.2510,0.0000,1.2510,1
mp-13456,0.0000,2.0918,0.0000,2.0918,1
mp-3216237,0.0000,0.5147,0.0000,0.5147,1
mp-32654,0.0000,0.2202,0.0000,0.2202,1
mp-1220205,0.0000,1.2250,0.0000,1.2250,1
mp-1244921,0.0000,1.6518,0.0000,1.6518,1
mp-555763,0.0000,2.0937,0.0000,2.0937,1
mp-1211453,0.0000,-0.1801,0.0000,-0.1801,1
mp-1207280,0.0000,1.4712,0.0000,1.4712,1
mp-7818,0.0000,-2.0281,0.0000,-2.0281,1
mp-1105666,0.0000,0.3027,0.0000,0.3027,1
mp-554999,0.0000,2.0921,0.0000,2.0921,1
mp-1008626,0.0000,-0.0758,0.0000,-0.0758,1
mp-9921,0.0000,0.7918,0.0000,0.7918,1
mp-583070,0.0000,0.3925,0.0000,0.3925,1
mp-12351,0.0000,-0.3137,0.0000,-0.3137,1
mp-1080320,0.0000,1.3328,0.0000,1.3328,1
mp-1080358,0.0000,1.3890,0.0000,1.3890,1
mp-1080689,0.0000,1.7367,0.0000,1.7367,1
mp-1411,0.0000,1.8154,0.0000,1.8154,1
mp-1080341,0.0000,1.4047,0.0000,1.4047,1
mp-556468,0.0000,2.0422,0.0000,2.0422,1
mp-1023934,0.0000,0.4878,0.0000,0.4878,1
mp-601823,0.0000,0.9879,0.0000,0.9879,1
mp-979273,0.0000,-2.1987,0.0000,-2.1987,1
mp-1201158,0.0000,2.0279,0.0000,2.0279,1
mp-1080313,0.0000,1.0206,0.0000,1.0206,1
mp-1104531,0.0000,0.1257,0.0000,0.1257,1
mp-554961,0.0000,2.0907,0.0000,2.0907,1
mp-1008928,0.0000,0.3467,0.0000,0.3467,1
mp-2025704,0.0000,0.6817,0.0000,0.6817,1
mp-1080854,0.0000,1.5564,0.0000,1.5564,1
mp-568936,0.0000,0.3648,0.0000,0.3648,1
mp-1050,0.0000,0.1245,0.0000,0.1245,1
mp-1186975,0.0000,1.6698,0.0000,1.6698,1
mp-1217564,0.0000,0.5263,0.0000,0.5263,1
mp-557579,0.0000,1.3423,0.0000,1.3423,1
mp-1190583,0.0000,0.4144,0.0000,0.4144,1
mp-1217188,0.0000,0.5768,0.0000,0.5768,1
mp-1080269,0.0000,1.4146,0.0000,1.4146,1
mp-1072088,0.0000,0.2910,0.0000,0.2910,1
mp-684708,0.0000,0.8639,0.0000,0.8639,1
mp-1173070,0.0000,0.1385,0.0000,0.1385,1
mp-1245035,0.0000,1.6263,0.0000,1.6263,1
mp-1430160,0.0000,0.3838,0.0000,0.3838,1
mp-1080264,0.0000,1.3893,0.0000,1.3893,1
mp-1683,0.0000,0.9769,0.0000,0.9769,1
mp-27191,0.0000,2.2018,0.0000,2.2018,1
mp-32873,0.0000,0.8860,0.0000,0.8860,1
mp-22652,0.0000,0.3593,0.0000,0.3593,1
mp-618991,0.0000,0.2117,0.0000,0.2117,1
mp-13568,0.0000,1.1858,0.0000,1.1858,1
mp-624307,0.0000,0.5120,0.0000,0.5120,1
mp-1009641,0.0000,-0.3543,0.0000,-0.3543,1
mp-8956,0.0000,0.8874,0.0000,0.8874,1
mp-2022276,0.0000,1.2047,0.0000,1.2047,1
mp-1208223,0.0000,-0.1475,0.0000,-0.1475,1
mp-10643,0.0000,1.1086,0.0000,1.1086,1
mp-1179413,0.0000,1.6501,0.0000,1.6501,1
mp-673636,0.0000,3.0906,0.0000,3.0906,1
mp-814,0.0000,0.7886,0.0000,0.7886,1
mp-9888,0.0000,-0.8964,0.0000,-0.8964,1
mp-754954,0.0000,0.6032,0.0000,0.6032,1
mp-1522,0.0000,0.2843,0.0000,0.2843,1
mp-1245248,0.0000,1.6942,0.0000,1.6942,1
mp-1080321,0.0000,1.1965,0.0000,1.1965,1
mp-1244922,0.0000,1.7813,0.0000,1.7813,1
mp-1018793,0.0000,0.9718,0.0000,0.9718,1
mp-862857,0.0000,1.4795,0.0000,1.4795,1
mp-1202182,0.0000,2.0280,0.0000,2.0280,1
mp-1628,0.0000,-0.9449,0.0000,-0.9449,1
mp-543011,0.0000,2.0322,0.0000,2.0322,1
mp-1161,0.0000,1.1144,0.0000,1.1144,1
mp-673637,0.0000,-0.0975,0.0000,-0.0975,1
mp-22693,0.0000,-0.0170,0.0000,-0.0170,1
mp-556395,0.0000,2.0925,0.0000,2.0925,1
mp-581405,0.0000,2.0415,0.0000,2.0415,1
mp-1096791,0.0000,1.5051,0.0000,1.5051,1
mp-684787,0.0000,-1.2162,0.0000,-1.2162,1
mp-2780,0.0000,-0.0756,0.0000,-0.0756,1
mp-10256,0.0000,-1.6238,0.0000,-1.6238,1
mp-20456,0.0000,0.2724,0.0000,0.2724,1
mp-1087553,0.0000,1.3194,0.0000,1.3194,1
mp-1077525,0.0000,1.7868,0.0000,1.7868,1
mp-2388,0.0000,0.2057,0.0000,0.2057,1
mp-1244936,0.0000,1.4902,0.0000,1.4902,1
mp-1077072,0.0000,1.3405,0.0000,1.3405,1
mp-1080249,0.0000,1.5263,0.0000,1.5263,1
mp-568098,0.0000,0.6402,0.0000,0.6402,1
mp-870701,0.0000,0.2768,0.0000,0.2768,1
mp-1974598,0.0000,0.4579,0.0000,0.4579,1
mp-1080263,0.0000,1.0331,0.0000,1.0331,1
mp-1080863,0.0000,1.6141,0.0000,1.6141,1
mp-1018792,0.0000,1.0442,0.0000,1.0442,1
mp-1210708,0.0000,0.2902,0.0000,0.2902,1
mp-555311,0.0000,2.0913,0.0000,2.0913,1
mp-1080262,0.0000,1.3963,0.0000,1.3963,1
mp-20973,0.0000,1.6864,0.0000,1.6864,1
mp-613,0.0000,-1.8045,0.0000,-1.8045,1
mp-680576,0.0000,-0.8418,0.0000,-0.8418,1
mp-1978272,0.0000,0.9538,0.0000,0.9538,1
mp-2730,0.0000,0.2665,0.0000,0.2665,1
mp-1080360,0.0000,1.6765,0.0000,1.6765,1
mp-1181164,0.0000,0.9596,0.0000,0.9596,1
mp-684923,0.0000,0.4627,0.0000,0.4627,1
mp-1076964,0.0000,0.4194,0.0000,0.4194,1
mp-1106110,0.0000,-0.3843,0.0000,-0.3843,1
mp-22642,0.0000,1.4220,0.0000,1.4220,1
mp-1662,0.0000,0.9274,0.0000,0.9274,1
mp-647,0.0000,1.3197,0.0000,1.3197,1
mp-1405126,0.0000,-0.8623,0.0000,-0.8623,1
mp-1096430,0.0000,0.8708,0.0000,0.8708,1
mp-1078612,0.0000,-0.8010,0.0000,-0.8010,1
mp-558139,0.0000,0.4613,0.0000,0.4613,1
mp-1217357,0.0000,1.1855,0.0000,1.1855,1
mp-32755,0.0000,-0.4394,0.0000,-0.4394,1
mp-1245216,0.0000,1.4066,0.0000,1.4066,1
mp-36216,0.0000,1.0622,0.0000,1.0622,1
mp-1198191,0.0000,-0.9433,0.0000,-0.9433,1
mp-672271,0.0000,-0.5949,0.0000,-0.5949,1
mp-504783,0.0000,1.0743,0.0000,1.0743,1
mp-32868,0.0000,0.5557,0.0000,0.5557,1
mp-1106290,0.0000,0.8728,0.0000,0.8728,1
mp-1080323,0.0000,1.1688,0.0000,1.1688,1
mp-2159,0.0000,-0.8056,0.0000,-0.8056,1
mp-21576,0.0000,0.7928,0.0000,0.7928,1
mp-27467,0.0000,0.9257,0.0000,0.9257,1
mp-557523,0.0000,-0.5871,0.0000,-0.5871,1
mp-1215419,0.0000,2.2338,0.0000,2.2338,1
mp-32630,0.0000,-0.3121,0.0000,-0.3121,1
mp-952567,0.0000,0.7381,0.0000,0.7381,1
mp-1766,0.0000,1.0892,0.0000,1.0892,1
mp-1245296,0.0000,1.6311,0.0000,1.6311,1
mp-18680,0.0000,1.2356,0.0000,1.2356,1
mp-673692,0.0000,0.9250,0.0000,0.9250,1
mp-1018940,0.0000,1.4106,0.0000,1.4106,1
mp-1080316,0.0000,1.2865,0.0000,1.2865,1
mp-2793,0.0000,1.2916,0.0000,1.2916,1
mp-599,0.0000,0.0107,0.0000,0.0107,1
mp-684978,0.0000,0.7512,0.0000,0.7512,1
mp-1205450,0.0000,1.0563,0.0000,1.0563,1
mp-1206225,0.0000,0.9395,0.0000,0.9395,1
mp-1102559,0.0000,-0.4615,0.0000,-0.4615,1
mp-850009,0.0000,0.3969,0.0000,0.3969,1
mp-28105,0.0000,0.1094,0.0000,0.1094,1
mp-1025573,0.0000,0.2592,0.0000,0.2592,1
mp-849057,0.0000,0.6136,0.0000,0.6136,1
mp-673657,0.0000,-0.1616,0.0000,-0.1616,1
mp-673644,0.0000,0.7715,0.0000,0.7715,1
mp-1023936,0.0000,0.4014,0.0000,0.4014,1
mp-1080639,0.0000,1.5863,0.0000,1.5863,1
mp-11675,0.0000,0.0536,0.0000,0.0536,1
mp-984712,0.0000,0.5920,0.0000,0.5920,1
mp-33031,0.0000,-0.2690,0.0000,-0.2690,1
mp-1176,0.0000,-1.2658,0.0000,-1.2658,1
mp-2127,0.0000,0.4136,0.0000,0.4136,1
mp-554986,0.0000,2.0423,0.0000,2.0423,1
mp-1232235,0.0000,0.7836,0.0000,0.7836,1
mp-1185504,0.0000,1.4438,0.0000,1.4438,1
mp-8732,0.0000,0.1630,0.0000,0.1630,1
mp-2293,0.0000,0.3309,0.0000,0.3309,1
mp-1077779,0.0000,0.8540,0.0000,0.8540,1
mp-867800,0.0000,0.9590,0.0000,0.9590,1
mp-1080303,0.0000,1.3286,0.0000,1.3286,1
mp-1329763,0.0000,2.0735,0.0000,2.0735,1
mp-556485,0.0000,1.8453,0.0000,1.8453,1
mp-610517,0.0000,0.6405,0.0000,0.6405,1
mp-1080326,0.0000,1.4374,0.0000,1.4374,1
mp-1094038,0.0000,1.2945,0.0000,1.2945,1
mp-673656,0.0000,0.9058,0.0000,0.9058,1
mp-1551,0.0000,1.1646,0.0000,1.1646,1
mp-1183984,0.0000,-0.4686,0.0000,-0.4686,1
mp-1216463,0.0000,-0.2978,0.0000,-0.2978,1
mp-555079,0.0000,2.0905,0.0000,2.0905,1
mp-1192606,0.0000,-0.4280,0.0000,-0.4280,1
mp-29652,0.0000,0.6605,0.0000,0.6605,1
mp-672,0.0000,0.9557,0.0000,0.9557,1
mp-568347,0.0000,-0.3622,0.0000,-0.3622,1
mp-862866,0.0000,2.0575,0.0000,2.0575,1
mp-1087241,0.0000,1.3304,0.0000,1.3304,1
mp-1072729,0.0000,1.6562,0.0000,1.6562,1
mp-624299,0.0000,0.2814,0.0000,0.2814,1
mp-1232213,0.0000,0.9172,0.0000,0.9172,1
mp-10845,0.0000,1.6778,0.0000,1.6778,1
mp-1080632,0.0000,1.4698,0.0000,1.4698,1
mp-1080278,0.0000,1.5200,0.0000,1.5200,1
mp-1397283,0.0000,1.4549,0.0000,1.4549,1
mp-1087497,0.0000,-1.4646,0.0000,-1.4646,1
mp-685126,0.0000,0.7751,0.0000,0.7751,1
mp-1103359,0.0000,0.2373,0.0000,0.2373,1
mp-2532,0.0000,-1.1070,0.0000,-1.1070,1
mp-1011376,0.0000,0.5200,0.0000,0.5200,1
mp-581602,0.0000,2.0351,0.0000,2.0351,1
mp-9948,0.0000,-2.0331,0.0000,-2.0331,1
mp-573810,0.0000,-0.2998,0.0000,-0.2998,1
mp-684876,0.0000,-0.2664,0.0000,-0.2664,1
mp-1019276,0.0000,-0.0680,0.0000,-0.0680,1
mp-684965,0.0000,1.4886,0.0000,1.4886,1
mp-32640,0.0000,1.5469,0.0000,1.5469,1
mp-1094151,0.0000,1.6129,0.0000,1.6129,1
mp-1244890,0.0000,1.7045,0.0000,1.7045,1
mp-2766207,0.0000,0.6365,0.0000,0.6365,1
mp-1103512,0.0000,0.6858,0.0000,0.6858,1
mp-1187912,0.0000,-3.7137,0.0000,-3.7137,1
mp-1080851,0.0000,1.3704,0.0000,1.3704,1
mp-2537,0.0000,1.2839,0.0000,1.2839,1
mp-850016,0.0000,0.6443,0.0000,0.6443,1
mp-288,0.0000,0.3326,0.0000,0.3326,1
mp-560588,0.0000,2.0930,0.0000,2.0930,1
mp-1232271,0.0000,0.4044,0.0000,0.4044,1
mp-11765,0.0000,-0.1136,0.0000,-0.1136,1
mp-1168,0.0000,1.2133,0.0000,1.2133,1
mp-22555,0.0000,0.0295,0.0000,0.0295,1
mp-1390701,0.0000,0.3471,0.0000,0.3471,1
mp-21321,0.0000,-1.0729,0.0000,-1.0729,1
mp-7096,0.0000,0.4359,0.0000,0.4359,1
mp-1120746,0.0000,0.3324,0.0000,0.3324,1
mp-542634,0.0000,1.2922,0.0000,1.2922,1
mp-531574,0.0000,1.1015,0.0000,1.1015,1
mp-554608,0.0000,2.0909,0.0000,2.0909,1
mp-978993,0.0000,5.9152,0.0000,5.9152,1
mp-1674,0.0000,1.5193,0.0000,1.5193,1
mp-557346,0.0000,2.0919,0.0000,2.0919,1
mp-1226930,0.0000,0.1321,0.0000,0.1321,1
mp-1025418,0.0000,-1.0118,0.0000,-1.0118,1
mp-1080349,0.0000,1.0077,0.0000,1.0077,1
mp-1080267,0.0000,1.3914,0.0000,1.3914,1
mp-1783,0.0000,1.5438,0.0000,1.5438,1
mp-1102002,0.0000,-0.0337,0.0000,-0.0337,1
mp-3216731,0.0000,0.1352,0.0000,0.1352,1
mp-1099575,0.0000,1.6500,0.0000,1.6500,1
mp-9561,0.0000,-0.6211,0.0000,-0.6211,1
mp-15179,0.0000,1.9581,0.0000,1.9581,1
mp-1042111,0.0000,0.0656,0.0000,0.0656,1
mp-850099,0.0000,0.4655,0.0000,0.4655,1
mp-604908,0.0000,0.0443,0.0000,0.0443,1
mp-1105994,0.0000,1.2116,0.0000,1.2116,1
mp-1232117,0.0000,-0.4708,0.0000,-0.4708,1
mp-1090,0.0000,0.7180,0.0000,0.7180,1
mp-541155,0.0000,0.1183,0.0000,0.1183,1
mp-28246,0.0000,-0.1459,0.0000,-0.1459,1
mp-762,0.0000,0.4171,0.0000,0.4171,1
mp-1080259,0.0000,1.1353,0.0000,1.1353,1
mp-569544,0.0000,1.8317,0.0000,1.8317,1
mp-414,0.0000,0.3494,0.0000,0.3494,1
mp-1232216,0.0000,0.7104,0.0000,0.7104,1
mp-2691,0.0000,0.5026,0.0000,0.5026,1
mp-1115,0.0000,-0.7189,0.0000,-0.7189,1
mp-1188532,0.0000,1.2451,0.0000,1.2451,1
mp-7459,0.0000,0.1946,0.0000,0.1946,1
mp-1214,0.0000,-0.0716,0.0000,-0.0716,1
mp-29790,0.0000,-0.6162,0.0000,-0.6162,1
mp-1188655,0.0000,0.9016,0.0000,0.9016,1
mp-685099,0.0000,-0.5072,0.0000,-0.5072,1
mp-9813,0.0000,1.5096,0.0000,1.5096,1
mp-1042115,0.0000,2.2449,0.0000,2.2449,1
mp-1507,0.0000,0.6085,0.0000,0.6085,1
mp-1080279,0.0000,0.9147,0.0000,0.9147,1
mp-1096432,0.0000,1.1570,0.0000,1.1570,1
mp-10228,0.0000,-0.2603,0.0000,-0.2603,1
mp-571233,0.0000,1.0295,0.0000,1.0295,1
mp-1080865,0.0000,1.3235,0.0000,1.3235,1
mp-1197374,0.0000,1.6487,0.0000,1.6487,1
mp-1098708,0.0000,1.2227,0.0000,1.2227,1
mp-540702,0.0000,0.1172,0.0000,0.1172,1
mp-557062,0.0000,2.0914,0.0000,2.0914,1
mp-16378,0.0000,1.7250,0.0000,1.7250,1
mp-1096929,0.0000,1.5331,0.0000,1.5331,1
mp-690772,0.0000,0.0093,0.0000,0.0093,1
mp-1217447,0.0000,-0.8213,0.0000,-0.8213,1
mp-11324,0.0000,0.2017,0.0000,0.2017,1
mp-404,0.0000,-1.1064,0.0000,-1.1064,1
mp-1225731,0.0000,0.5806,0.0000,0.5806,1
mp-555096,0.0000,1.7041,0.0000,1.7041,1
mp-8954,0.0000,0.5367,0.0000,0.5367,1
mp-555666,0.0000,2.0918,0.0000,2.0918,1
mp-10633,0.0000,1.6141,0.0000,1.6141,1
mp-723973,0.0000,1.5564,0.0000,1.5564,1
mp-850083,0.0000,0.2357,0.0000,0.2357,1
mp-1080317,0.0000,1.3653,0.0000,1.3653,1
mp-1222266,0.0000,1.3643,0.0000,1.3643,1
mp-1095641,0.0000,1.0072,0.0000,1.0072,1
mp-21063,0.0000,1.0441,0.0000,1.0441,1
mp-32884,0.0000,1.0207,0.0000,1.0207,1
mp-9227,0.0000,0.2698,0.0000,0.2698,1
mp-22817,0.0000,0.1986,0.0000,0.1986,1
mp-1782,0.0000,0.4056,0.0000,0.4056,1
mp-1184385,0.0000,0.8058,0.0000,0.8058,1
mp-1205354,0.0000,0.7860,0.0000,0.7860,1
mp-1225322,0.0000,0.6527,0.0000,0.6527,1
mp-1229090,0.0000,-0.5915,0.0000,-0.5915,1
mp-1199343,0.0000,2.0414,0.0000,2.0414,1
mp-32906,0.0000,1.4801,0.0000,1.4801,1
mp-559374,0.0000,1.1538,0.0000,1.1538,1
mp-1254,0.0000,0.7142,0.0000,0.7142,1
mp-1087242,0.0000,1.5493,0.0000,1.5493,1
mp-32891,0.0000,0.8052,0.0000,0.8052,1
mp-1098704,0.0000,1.4637,0.0000,1.4637,1
mp-760381,0.0000,0.4332,0.0000,0.4332,1
mp-1018679,0.0000,0.8790,0.0000,0.8790,1
mp-1040452,0.0000,0.9230,0.0000,0.9230,1
mp-1008860,0.0000,0.4088,0.0000,0.4088,1
mp-1183254,0.0000,-1.7243,0.0000,-1.7243,1
mp-555773,0.0000,2.0914,0.0000,2.0914,1
mp-685108,0.0000,0.4606,0.0000,0.4606,1
mp-7926,0.0000,-0.0694,0.0000,-0.0694,1
mp-685129,0.0000,0.2908,0.0000,0.2908,1
mp-1868,0.0000,-1.0163,0.0000,-1.0163,1
mp-1133,0.0000,-1.5509,0.0000,-1.5509,1
mp-22745,0.0000,0.1829,0.0000,0.1829,1
mp-27840,0.0000,0.4850,0.0000,0.4850,1
mp-985829,0.0000,1.5174,0.0000,1.5174,1
mp-567584,0.0000,2.4830,0.0000,2.4830,1
mp-1184256,0.0000,1.4399,0.0000,1.4399,1
mp-15081,0.0000,1.2050,0.0000,1.2050,1
mp-1245062,0.0000,1.6149,0.0000,1.6149,1
mp-1123,0.0000,0.8215,0.0000,0.8215,1
mp-342,0.0000,-1.6785,0.0000,-1.6785,1
mp-556161,0.0000,2.0926,0.0000,2.0926,1
mp-11693,0.0000,0.4386,0.0000,0.4386,1
mp-1217445,0.0000,-0.1533,0.0000,-0.1533,1
mp-1187392,0.0000,-0.4872,0.0000,-0.4872,1
mp-684732,0.0000,0.1199,0.0000,0.1199,1
mp-604915,0.0000,0.2360,0.0000,0.2360,1
mp-1080370,0.0000,1.5060,0.0000,1.5060,1
mp-1076966,0.0000,0.2550,0.0000,0.2550,1
mp-570170,0.0000,0.0970,0.0000,0.0970,1
mp-32887,0.0000,0.6191,0.0000,0.6191,1
mp-1223399,0.0000,1.5694,0.0000,1.5694,1
mp-1187062,0.0000,3.1795,0.0000,3.1795,1
mp-1186,0.0000,1.6504,0.0000,1.6504,1
mp-1245317,0.0000,1.7327,0.0000,1.7327,1
mp-1080251,0.0000,0.4126,0.0000,0.4126,1
mp-1220048,0.0000,-0.2044,0.0000,-0.2044,1
mp-1188005,0.0000,1.8509,0.0000,1.8509,1
mp-1080338,0.0000,1.5378,0.0000,1.5378,1
mp-1204382,0.0000,0.6679,0.0000,0.6679,1
mp-1245316,0.0000,1.6390,0.0000,1.6390,1
mp-2418,0.0000,0.6815,0.0000,0.6815,1
mp-849059,0.0000,0.9538,0.0000,0.9538,1
mp-685056,0.0000,0.6995,0.0000,0.6995,1
mp-673655,0.0000,0.2601,0.0000,0.2601,1
mp-634,0.0000,0.1712,0.0000,0.1712,1
mp-1226090,0.0000,-0.6429,0.0000,-0.6429,1
mp-28256,0.0000,-0.7385,0.0000,-0.7385,1
mp-18529,0.0000,1.4104,0.0000,1.4104,1
mp-556716,0.0000,2.0911,0.0000,2.0911,1
mp-32581,0.0000,0.5020,0.0000,0.5020,1
mp-976953,0.0000,0.0459,0.0000,0.0459,1
mp-1018692,0.0000,1.5605,0.0000,1.5605,1
mp-1101121,0.0000,-0.2838,0.0000,-0.2838,1
mp-2164,0.0000,0.2947,0.0000,0.2947,1
mp-1247785,0.0000,1.5313,0.0000,1.5313,1
mp-1232239,0.0000,0.8732,0.0000,0.8732,1
mp-1188645,0.0000,1.1530,0.0000,1.1530,1
mp-501,0.0000,0.0962,0.0000,0.0962,1
mp-684620,0.0000,0.9796,0.0000,0.9796,1
mp-760,0.0000,0.0768,0.0000,0.0768,1
mp-20077,0.0000,0.5055,0.0000,0.5055,1
mp-1239203,0.0000,0.6529,0.0000,0.6529,1
mp-1025874,0.0000,1.2429,0.0000,1.2429,1
mp-1080319,0.0000,1.5016,0.0000,1.5016,1
mp-850032,0.0000,0.3838,0.0000,0.3838,1
mp-1184783,0.0000,-0.6205,0.0000,-0.6205,1
mp-2750,0.0000,0.3140,0.0000,0.3140,1
mp-1095440,0.0000,1.1351,0.0000,1.1351,1
mp-669684,0.0000,0.7482,0.0000,0.7482,1
mp-580226,0.0000,0.7519,0.0000,0.7519,1
mp-684869,0.0000,-0.1404,0.0000,-0.1404,1
mp-684653,0.0000,0.2348,0.0000,0.2348,1
mp-1830,0.0000,-0.7123,0.0000,-0.7123,1
mp-569668,0.0000,-0.6746,0.0000,-0.6746,1
mp-2350,0.0000,1.7717,0.0000,1.7717,1
mp-2234,0.0000,1.1189,0.0000,1.1189,1
mp-619905,0.0000,-3.7526,0.0000,-3.7526,1
mp-1215393,0.0000,2.1161,0.0000,2.1161,1
mp-10844,0.0000,1.1395,0.0000,1.1395,1
mp-1095184,0.0000,1.2481,0.0000,1.2481,1
mp-1186903,0.0000,0.5425,0.0000,0.5425,1
mp-7007,0.0000,-0.1206,0.0000,-0.1206,1
mp-1342078,0.0000,0.1317,0.0000,0.1317,1
mp-1217180,0.0000,-0.1396,0.0000,-0.1396,1
mp-29841,0.0000,0.2876,0.0000,0.2876,1
mp-20196,0.0000,-0.0645,0.0000,-0.0645,1
mp-1245197,0.0000,1.6277,0.0000,1.6277,1
mp-1189791,0.0000,2.3431,0.0000,2.3431,1
mp-1186219,0.0000,0.1665,0.0000,0.1665,1
mp-570451,0.0000,0.4380,0.0000,0.4380,1
mp-1025576,0.0000,0.0347,0.0000,0.0347,1
mp-1232267,0.0000,1.2573,0.0000,1.2573,1
mp-1225805,0.0000,0.1985,0.0000,0.1985,1
mp-568808,0.0000,0.6012,0.0000,0.6012,1
mp-10678,0.0000,0.4463,0.0000,0.4463,1
mp-32798,0.0000,0.9620,0.0000,0.9620,1
mp-38511,0.0000,0.4983,0.0000,0.4983,1
mp-1080314,0.0000,1.0006,0.0000,1.0006,1
mp-1023128,0.0000,1.3846,0.0000,1.3846,1
mp-1216618,0.0000,1.2096,0.0000,1.2096,1
mp-1220206,0.0000,1.0362,0.0000,1.0362,1
mp-632475,0.0000,-0.1573,0.0000,-0.1573,1
mp-18377,0.0000,2.0348,0.0000,2.0348,1
mp-7498,0.0000,0.5113,0.0000,0.5113,1
mp-21515,0.0000,0.6272,0.0000,0.6272,1
mp-1119,0.0000,0.5232,0.0000,0.5232,1
mp-1245169,0.0000,1.6844,0.0000,1.6844,1
mp-1101826,0.0000,0.6823,0.0000,0.6823,1
mp-13682,0.0000,0.8356,0.0000,0.8356,1
mp-982778,0.0000,-3.6790,0.0000,-3.6790,1
mp-571195,0.0000,-0.9621,0.0000,-0.9621,1
mp-1208313,0.0000,1.5409,0.0000,1.5409,1
mp-556005,0.0000,2.0936,0.0000,2.0936,1
mp-1101969,0.0000,-0.3440,0.0000,-0.3440,1
